,date,highest,lowest,weather,wind
1104,2016-04-10 星期日 ,23℃,14℃,多云~阴,东南风~东风 小于3级
1105,2016-04-11 星期一 ,22℃,14℃,多云,东南风~东风 小于3级
1106,2016-04-12 星期二 ,21℃,14℃,多云~小雨,东南风~东风 小于3级
1107,2016-04-13 星期三 ,18℃,15℃,小雨~阴,东南风~东风 小于3级
1108,2016-04-14 星期四 ,25℃,15℃,多云,东南风~东风 小于3级
1109,2016-04-15 星期五 ,26℃,15℃,多云,东南风~东风 小于3级
1110,2016-04-16 星期六 ,23℃,15℃,中雨~阴,东南风~东风 小于3级
1111,2016-04-17 星期日 ,22℃,14℃,多云~小雨,东南风~东风 小于3级
1112,2016-04-18 星期一 ,22℃,13℃,多云~小雨,东南风~东风 小于3级
1113,2016-04-19 星期二 ,20℃,13℃,多云,东南风~东风 小于3级
1114,2016-04-20 星期三 ,22℃,15℃,多云~阴,东南风~东风 小于3级
1115,2016-04-21 星期四 ,20℃,16℃,中雨~大雨,东南风~东风 小于3级
1116,2016-04-22 星期五 ,23℃,16℃,小雨~多云,东南风~东风 小于3级
1117,2016-04-23 星期六 ,27℃,16℃,多云~中雨,东南风~东风 小于3级
1118,2016-04-24 星期日 ,21℃,14℃,阴,东南风~东风 小于3级
1119,2016-04-25 星期一 ,19℃,14℃,阴,东南风~东风 小于3级
1120,2016-04-26 星期二 ,18℃,14℃,小雨,东南风~东风 小于3级
1121,2016-04-27 星期三 ,17℃,14℃,小雨~阴,东南风~东风 小于3级
1122,2016-04-28 星期四 ,16℃,13℃,阴,东南风~东风 小于3级
1123,2016-04-29 星期五 ,22℃,14℃,多云,东南风~东风 小于3级
1124,2016-04-30 星期六 ,26℃,16℃,晴,东南风~东风 小于3级
1125,2016-05-01 星期日 ,28℃,20℃,多云~阵雨,东南风~东风 小于3级
1126,2016-05-02 星期一 ,25℃,19℃,中雨~小雨,东南风~东风 小于3级
1127,2016-05-03 星期二 ,26℃,17℃,晴,东南风~东风 小于3级
1128,2016-05-04 星期三 ,28℃,20℃,晴~阴,东南风~东风 小于3级
1129,2016-05-05 星期四 ,25℃,20℃,中雨,东南风~东风 小于3级
1130,2016-05-06 星期五 ,27℃,18℃,阵雨~多云,东南风~东风 小于3级
1131,2016-05-07 星期六 ,23℃,16℃,阵雨~小雨,东南风~东风 小于3级
1132,2016-05-08 星期日 ,19℃,16℃,中雨~阵雨,东南风~东风 小于3级
1133,2016-05-09 星期一 ,21℃,17℃,小雨,东南风~东风 小于3级
1134,2016-05-10 星期二 ,19℃,15℃,小雨~多云,东南风~东风 小于3级
1135,2016-05-11 星期三 ,25℃,17℃,晴,东南风~东风 小于3级
1136,2016-05-12 星期四 ,28℃,18℃,晴,东南风~东风 小于3级
1137,2016-05-13 星期五 ,25℃,19℃,多云,东南风~东风 小于3级
1138,2016-05-14 星期六 ,25℃,18℃,多云,东南风~东风 小于3级
1139,2016-05-15 星期日 ,27℃,15℃,中雨,东南风~东风 小于3级
1140,2016-05-16 星期一 ,24℃,14℃,多云,东南风~东风 小于3级
1141,2016-05-17 星期二 ,26℃,16℃,晴~多云,东南风~东风 小于3级
1142,2016-05-18 星期三 ,26℃,17℃,多云,东南风~东风 小于3级
1143,2016-05-19 星期四 ,25℃,18℃,多云~阴,东南风~东风 小于3级
1144,2016-05-20 星期五 ,24℃,19℃,阴~小雨,东南风~东风 小于3级
1145,2016-05-21 星期六 ,22℃,19℃,中雨~小雨,东南风~东风 小于3级
1146,2016-05-22 星期日 ,24℃,20℃,小雨~多云,东南风~东风 小于3级
1147,2016-05-23 星期一 ,26℃,21℃,小雨,东南风~东风 小于3级
1148,2016-05-24 星期二 ,23℃,20℃,阴~多云,东南风~东风 小于3级
1149,2016-05-25 星期三 ,27℃,21℃,多云~小雨,东南风~东风 小于3级
1150,2016-05-26 星期四 ,26℃,21℃,阵雨~中雨,东南风~东风 小于3级
1151,2016-05-27 星期五 ,22℃,20℃,中雨~小雨,东南风~东风 小于3级
1152,2016-05-28 星期六 ,23℃,19℃,大雨~小雨,东南风~东风 小于3级
1153,2016-05-29 星期日 ,24℃,19℃,阵雨~阴,东南风~东风 小于3级
1154,2016-05-30 星期一 ,26℃,21℃,多云~阴,东南风~东风 小于3级
1155,2016-05-31 星期二 ,27℃,21℃,小雨~大雨,东南风~东风 小于3级
1156,2016-08-01 星期一 ,34℃,28℃,多云,东南风~东风 小于3级
1157,2016-08-02 星期二 ,34℃,28℃,雷阵雨,东南风~东风 小于3级
1158,2016-08-03 星期三 ,32℃,26℃,中雨,北风 微风
1159,2016-08-04 星期四 ,32℃,27℃,雷阵雨,东风 1级
1160,2016-08-05 星期五 ,33℃,27℃,雷阵雨,北风 微风
1161,2016-08-06 星期六 ,33℃,27℃,多云,北风 微风
1162,2016-08-07 星期日 ,34℃,27℃,多云,东风 1级
1163,2016-08-08 星期一 ,34℃,27℃,阵雨,东南风 1级
1164,2016-08-09 星期二 ,34℃,28℃,多云,东南风 1级
1165,2016-08-10 星期三 ,34℃,28℃,多云,西北风 1级
1166,2016-08-11 星期四 ,35℃,28℃,多云,西北风 1级
1167,2016-08-12 星期五 ,34℃,28℃,多云,东风 1级
1168,2016-08-13 星期六 ,35℃,28℃,多云,东北风 1级
1169,2016-08-14 星期日 ,36℃,28℃,多云,北风 1级
1170,2016-08-15 星期一 ,35℃,28℃,晴,东北风 1级
1171,2016-08-16 星期二 ,35℃,28℃,多云,东风 1级
1172,2016-08-17 星期三 ,35℃,28℃,多云,东风 1级
1173,2016-08-18 星期四 ,36℃,28℃,多云,西南风 1级
1174,2016-08-19 星期五 ,36℃,29℃,晴,北风 微风
1175,2016-08-20 星期六 ,37℃,28℃,雷阵雨,东风 1级
1176,2016-08-21 星期日 ,35℃,28℃,雷阵雨,北风 微风
1177,2016-08-22 星期一 ,35℃,28℃,多云,东风 1级
1178,2016-08-23 星期二 ,34℃,26℃,多云,东北风 1级
1179,2016-08-24 星期三 ,34℃,26℃,晴,北风 微风
1180,2016-08-25 星期四 ,35℃,27℃,多云,北风 1级
1181,2016-08-26 星期五 ,34℃,26℃,阵雨,西北风 1级
1182,2016-08-27 星期六 ,31℃,23℃,多云,西北风 1级
1183,2016-08-28 星期日 ,30℃,22℃,多云,东北风 1级
1184,2016-08-29 星期一 ,31℃,23℃,多云,西风 1级
1185,2016-08-30 星期二 ,31℃,23℃,晴,北风 微风
1186,2016-08-31 星期三 ,34℃,25℃,晴,北风 微风
1187,2016-09-01 星期四 ,33℃,26℃,多云,北风 微风
1188,2016-09-02 星期五 ,34℃,25℃,晴,北风 微风
1189,2016-09-03 星期六 ,35℃,25℃,晴,东南风 1级
1190,2016-09-04 星期日 ,33℃,25℃,多云,东北风 1级
1191,2016-09-05 星期一 ,30℃,25℃,小雨,东北风 1级
1192,2016-09-06 星期二 ,27℃,22℃,阵雨,东风 1级
1193,2016-09-07 星期三 ,24℃,20℃,小雨,北风 微风
1194,2016-09-08 星期四 ,29℃,22℃,多云,北风 微风
1195,2016-09-09 星期五 ,31℃,23℃,多云,东北风 1级
1196,2016-09-10 星期六 ,29℃,24℃,阴,东风 1级
1197,2016-09-11 星期日 ,26℃,23℃,小雨,北风 微风
1198,2016-09-12 星期一 ,29℃,23℃,多云,东北风 1级
1199,2016-09-13 星期二 ,30℃,23℃,多云,北风 微风
1200,2016-09-14 星期三 ,24℃,22℃,中雨,北风 微风
1201,2016-09-15 星期四 ,26℃,23℃,大雨,东北风 1级
1202,2016-09-16 星期五 ,27℃,23℃,阵雨,东南风 1级
1203,2016-09-17 星期六 ,27℃,23℃,阵雨,西南风 1级
1204,2016-09-18 星期日 ,28℃,23℃,阵雨,西北风 1级
1205,2016-09-19 星期一 ,27℃,21℃,小雨,东风 1级
1206,2016-09-20 星期二 ,26℃,20℃,多云,西北风 1级
1207,2016-09-21 星期三 ,27℃,20℃,多云,北风 微风
1208,2016-09-22 星期四 ,27℃,21℃,多云,东北风 1级
1209,2016-09-23 星期五 ,27℃,21℃,多云,东北风 1级
1210,2016-09-24 星期六 ,28℃,22℃,多云,东风 1级
1211,2016-09-25 星期日 ,29℃,23℃,多云,东风 1级
1212,2016-09-26 星期一 ,31℃,24℃,多云,东南风 1级
1213,2016-09-27 星期二 ,30℃,25℃,阵雨,东南风 1级
1214,2016-09-28 星期三 ,28℃,22℃,中雨,东北风 1级
1215,2016-09-29 星期四 ,25℃,22℃,大雨,北风 微风
1216,2016-09-30 星期五 ,28℃,23℃,阵雨,北风 微风
1217,2016-10-01 星期六 ,29℃,24℃,阵雨,东风 1级
1218,2016-10-02 星期日 ,32℃,24℃,多云,东风 1级
1219,2016-10-03 星期一 ,26℃,22℃,阴,北风 微风
1220,2016-10-04 星期二 ,26℃,22℃,阴,北风 1级
1221,2016-10-05 星期三 ,27℃,22℃,多云,北风 微风
1222,2016-10-06 星期四 ,26℃,22℃,小雨,东北风 1级
1223,2016-10-07 星期五 ,25℃,20℃,小雨,北风 微风
1224,2016-10-08 星期六 ,22℃,17℃,小雨,南风 1级
1225,2016-10-09 星期日 ,22℃,18℃,多云,东风 1级
1226,2016-10-10 星期一 ,22℃,18℃,多云,东风 1级
1227,2016-10-11 星期二 ,25℃,19℃,阴,东北风 1级
1228,2016-10-12 星期三 ,23℃,19℃,阴,东北风 1级
1229,2016-10-13 星期四 ,23℃,19℃,阴,东风 1级
1230,2016-10-14 星期五 ,23℃,19℃,小雨,东南风 1级
1231,2016-10-15 星期六 ,25℃,21℃,阴,东南风 1级
1232,2016-10-16 星期日 ,26℃,20℃,阴,西风 1级
1233,2016-10-17 星期一 ,25℃,20℃,阴,东北风 1级
1234,2016-10-18 星期二 ,25℃,20℃,阴,北风 微风
1235,2016-10-19 星期三 ,24℃,20℃,小雨,东南风 1级
1236,2016-10-20 星期四 ,23℃,20℃,阵雨,东风 1级
1237,2016-10-21 星期五 ,21℃,0℃,中雨,东北风 小于3级
1238,2016-10-22 星期六 ,23℃,19℃,大雨,东北风 1级
1239,2016-10-23 星期日 ,23℃,18℃,阴,东南风 1级
1240,2016-10-24 星期一 ,24℃,20℃,阴,北风 微风
1241,2016-10-25 星期二 ,22℃,18℃,阴,北风 微风
1242,2016-10-26 星期三 ,21℃,19℃,大雨,东北风 1级
1243,2016-10-27 星期四 ,22℃,18℃,阵雨,北风 微风
1244,2016-10-28 星期五 ,20℃,15℃,小雨,西北风 1级
1245,2016-10-29 星期六 ,17℃,13℃,阴,北风 微风
1246,2016-10-30 星期日 ,18℃,14℃,阴,东风 1级
1247,2016-10-31 星期一 ,17℃,13℃,小雨,东风 1级
1248,2016-11-01 星期二 ,16℃,10℃,多云,东风 1级
1249,2016-11-02 星期三 ,17℃,10℃,晴,北风 微风
1250,2016-11-03 星期四 ,18℃,12℃,晴,北风 微风
1251,2016-11-04 星期五 ,20℃,13℃,晴,北风 微风
1252,2016-11-05 星期六 ,23℃,15℃,晴,北风 微风
1253,2016-11-06 星期日 ,23℃,16℃,多云,北风 微风
1254,2016-11-07 星期一 ,23℃,14℃,小雨,北风 微风
1255,2016-11-08 星期二 ,13℃,10℃,小雨,西北风 1级
1256,2016-11-09 星期三 ,14℃,11℃,阴,东南风 1级
1257,2016-11-10 星期四 ,15℃,9℃,小雨,西风 1级
1258,2016-11-11 星期五 ,19℃,10℃,晴,东风 1级
1259,2016-11-12 星期六 ,21℃,14℃,多云,北风 微风
1260,2016-11-13 星期日 ,20℃,15℃,小雨,北风 微风
1261,2016-11-14 星期一 ,20℃,14℃,阴,北风 微风
1262,2016-11-15 星期二 ,18℃,11℃,多云,东风 1级
1263,2016-11-16 星期三 ,18℃,14℃,多云,东风 1级
1264,2016-11-17 星期四 ,18℃,16℃,小雨,北风 微风
1265,2016-11-18 星期五 ,24℃,17℃,阴,北风 微风
1266,2016-11-19 星期六 ,17℃,0℃,小雨,东北风 小于3级
1267,2016-11-20 星期日 ,20℃,16℃,阵雨,东北风 1级
1268,2016-11-21 星期一 ,21℃,15℃,小雨,西北风 1级
1269,2016-11-22 星期二 ,13℃,7℃,小雨,南风 1级
1270,2016-11-23 星期三 ,8℃,4℃,小雨,西北风 1级
1271,2016-11-24 星期四 ,9℃,3℃,多云,北风 1级
1272,2016-11-25 星期五 ,11℃,8℃,阴,北风 微风
1273,2016-11-26 星期六 ,11℃,6℃,小雨,西风 1级
1274,2016-11-27 星期日 ,12℃,7℃,多云,西北风 1级
1275,2016-11-28 星期一 ,13℃,9℃,晴,东北风 1级
1276,2016-11-29 星期二 ,13℃,9℃,阴,北风 微风
1277,2016-11-30 星期三 ,15℃,8℃,阴,北风 微风
1278,2016-12-01 星期四 ,14℃,8℃,多云,北风 微风
1279,2016-12-02 星期五 ,14℃,9℃,多云,北风 微风
1280,2016-12-03 星期六 ,15℃,9℃,多云,北风 微风
1281,2016-12-04 星期日 ,16℃,8℃,阴,北风 微风
1282,2016-12-05 星期一 ,18℃,8℃,多云,北风 微风
1283,2016-12-06 星期二 ,11℃,5℃,多云,北风 微风
1284,2016-12-07 星期三 ,14℃,8℃,晴,北风 微风
1285,2016-12-08 星期四 ,16℃,8℃,晴,北风 微风
1286,2016-12-09 星期五 ,15℃,8℃,晴,东北风 1级
1287,2016-12-10 星期六 ,13℃,9℃,多云,北风 1级
1288,2016-12-11 星期日 ,14℃,10℃,多云,北风 微风
1289,2016-12-12 星期一 ,17℃,11℃,多云,北风 微风
1290,2016-12-13 星期二 ,15℃,7℃,小雨,西风 1级
1291,2016-12-14 星期三 ,9℃,2℃,多云,西风 1级
1292,2016-12-15 星期四 ,7℃,2℃,晴,北风 微风
1293,2016-12-16 星期五 ,8℃,3℃,晴,北风 微风
1294,2016-12-17 星期六 ,12℃,5℃,晴,东北风 1级
1295,2016-12-18 星期日 ,16℃,10℃,多云,北风 微风
1296,2016-12-19 星期一 ,17℃,13℃,多云,东风 1级
1297,2016-12-20 星期二 ,15℃,13℃,中雨,东南风 1级
1298,2016-12-21 星期三 ,18℃,9℃,小雨,北风 微风
1299,2016-12-22 星期四 ,10℃,6℃,阴,西北风 1级
1300,2016-12-23 星期五 ,10℃,5℃,多云,北风 1级
1301,2016-12-24 星期六 ,11℃,8℃,阴,东北风 1级
1302,2016-12-25 星期日 ,11℃,8℃,阴,东风 1级
1303,2016-12-26 星期一 ,12℃,5℃,小雨,西风 1级
1304,2016-12-27 星期二 ,6℃,1℃,阴,西风 2级
1305,2016-12-28 星期三 ,6℃,2℃,阴,东南风 1级
1306,2016-12-29 星期四 ,7℃,3℃,多云,西北风 1级
1307,2016-12-30 星期五 ,9℃,4℃,多云,西南风 1级
1308,2016-12-31 星期六 ,13℃,6℃,晴,北风 微风
1309,2017-01-01 星期日 ,14℃,9℃,多云,北风 微风
1310,2017-01-02 星期一 ,15℃,8℃,多云,西北风 1级
1311,2017-01-03 星期二 ,14℃,8℃,晴,东北风 1级
1312,2017-01-04 星期三 ,15℃,11℃,小雨,东风 1级
1313,2017-01-05 星期四 ,12℃,10℃,中雨,东北风 1级
1314,2017-01-06 星期五 ,14℃,11℃,小雨,东北风 1级
1315,2017-01-07 星期六 ,14℃,8℃,小雨,西风 1级
1316,2017-01-08 星期日 ,10℃,5℃,小雨,东南风 1级
1317,2017-01-09 星期一 ,8℃,4℃,多云,东北风 1级
1318,2017-01-10 星期二 ,9℃,6℃,多云,东南风 1级
1319,2017-01-11 星期三 ,9℃,5℃,小雨,北风 微风
1320,2017-01-12 星期四 ,7℃,3℃,小雨,西风 1级
1321,2017-01-13 星期五 ,10℃,2℃,晴,东北风 1级
1322,2017-01-14 星期六 ,8℃,3℃,多云,西风 1级
1323,2017-01-15 星期日 ,7℃,2℃,多云,东风 1级
1324,2017-01-16 星期一 ,8℃,4℃,多云,东风 1级
1325,2017-01-17 星期二 ,11℃,7℃,阴,北风 微风
1326,2017-01-18 星期三 ,9℃,7℃,小雨,东风 1级
1327,2017-01-19 星期四 ,9℃,0℃,阴,西风 1级
1328,2017-01-20 星期五 ,4℃,-1℃,晴,东南风 1级
1329,2017-01-21 星期六 ,6℃,0℃,晴,北风 微风
1330,2017-01-22 星期日 ,6℃,0℃,晴,西北风 1级
1331,2017-01-23 星期一 ,7℃,1℃,晴,东北风 1级
1332,2017-01-24 星期二 ,9℃,2℃,多云,东风 1级
1333,2017-01-25 星期三 ,10℃,4℃,多云,东风 1级
1334,2017-01-26 星期四 ,12℃,5℃,晴,北风 1级
1335,2017-01-27 星期五 ,10℃,6℃,多云,东北风 1级
1336,2017-01-28 星期六 ,15℃,8℃,多云,北风 微风
1337,2017-01-29 星期日 ,20℃,4℃,多云,西北风 1级
1338,2017-01-30 星期一 ,6℃,2℃,多云,西风 1级
1339,2017-01-31 星期二 ,6℃,3℃,多云,西风 1级
1340,2017-03-01 星期三 ,16℃,3℃,阴,北风 微风
1341,2017-03-02 星期四 ,10℃,3℃,晴,西风 1级
1342,2017-03-03 星期五 ,13℃,6℃,晴,南风 1级
1343,2017-03-05 星期日 ,13℃,8℃,小雨,北风 微风
1344,2017-03-06 星期一 ,12℃,4℃,多云,东南风 1级
1345,2017-03-07 星期二 ,14℃,5℃,晴,东风 1级
1346,2017-03-08 星期三 ,13℃,5℃,晴,东风 1级
1347,2017-03-09 星期四 ,17℃,8℃,晴,北风 微风
1348,2017-03-10 星期五 ,18℃,11℃,多云,东风 1级
1349,2017-03-11 星期六 ,16℃,11℃,多云,东北风 1级
1350,2017-03-12 星期日 ,14℃,9℃,小雨,东北风 1级
1351,2017-03-13 星期一 ,10℃,6℃,小雨,西北风 1级
1352,2017-03-14 星期二 ,12℃,5℃,晴,北风 1级
1353,2017-03-15 星期三 ,14℃,7℃,多云,东北风 1级
1354,2017-03-16 星期四 ,12℃,7℃,阴,东北风 1级
1355,2017-03-17 星期五 ,14℃,8℃,多云,西北风 1级
1356,2017-03-18 星期六 ,14℃,11℃,阴,东北风 1级
1357,2017-03-19 星期日 ,14℃,10℃,小雨,东北风 1级
1358,2017-03-20 星期一 ,13℃,9℃,小雨,南风 1级
1359,2017-03-21 星期二 ,15℃,8℃,多云,东风 2级
1360,2017-03-22 星期三 ,11℃,9℃,小雨,北风 微风
1361,2017-03-23 星期四 ,11℃,8℃,小雨,东风 2级
1362,2017-03-24 星期五 ,12℃,8℃,小雨,东风 3级
1363,2017-03-25 星期六 ,15℃,8℃,多云,西风 2级
1364,2017-03-26 星期日 ,17℃,9℃,多云,西风 1级
1365,2017-03-27 星期一 ,19℃,12℃,晴,南风 2级
1366,2017-03-28 星期二 ,21℃,11℃,多云,西风 2级
1367,2017-03-29 星期三 ,16℃,11℃,多云,西风 2级
1368,2017-03-30 星期四 ,13℃,9℃,小雨,东北风 3级
1369,2017-03-31 星期五 ,15℃,7℃,阴,西北风 3级
1370,2017-04-01 星期六 ,16℃,9℃,多云,西北风 2级
1371,2017-04-02 星期日 ,21℃,11℃,晴,东北风 2级
1372,2017-04-03 星期一 ,22℃,13℃,晴,东南风 2级
1373,2017-04-04 星期二 ,19℃,15℃,多云,东风 3级
1374,2017-04-05 星期三 ,22℃,16℃,小雨,南风 1级
1375,2017-04-06 星期四 ,21℃,15℃,中雨,东北风 2级
1376,2017-04-07 星期五 ,16℃,13℃,阵雨,西南风 1级
1377,2017-04-08 星期六 ,22℃,12℃,多云,东风 4级
1378,2017-04-09 星期日 ,14℃,11℃,阵雨,东风 2级
1379,2017-04-10 星期一 ,14℃,11℃,小雨,北风 3级
1380,2017-04-11 星期二 ,14℃,11℃,阴,西南风 1级
1381,2017-04-12 星期三 ,18℃,10℃,多云,南风 3级
1382,2017-04-13 星期四 ,22℃,13℃,晴,东南风 4级
1383,2017-04-14 星期五 ,26℃,16℃,晴,东北风 1级
1384,2017-04-15 星期六 ,18℃,0℃,晴,东南风 小于3级
1385,2017-04-16 星期日 ,27℃,19℃,多云,东风 2级
1386,2017-04-17 星期一 ,24℃,16℃,中雨,西南风 2级
1387,2017-04-18 星期二 ,28℃,15℃,晴,东北风 3级
1388,2017-04-19 星期三 ,25℃,17℃,多云,西北风 2级
1389,2017-04-20 星期四 ,24℃,15℃,阴,西北风 3级
1390,2017-04-21 星期五 ,22℃,14℃,阴,东风 2级
1391,2017-04-22 星期六 ,21℃,12℃,多云,西风 2级
1392,2017-04-23 星期日 ,23℃,14℃,晴,东南风 4级
1393,2017-04-24 星期一 ,25℃,17℃,晴,东北风 2级
1394,2017-04-25 星期二 ,24℃,16℃,阵雨,东风 2级
1395,2017-04-26 星期三 ,20℃,14℃,小雨,东风 3级
1396,2017-04-27 星期四 ,22℃,14℃,多云,西风 1级
1397,2017-04-28 星期五 ,26℃,17℃,晴,西北风 1级
1398,2017-04-29 星期六 ,28℃,18℃,晴,西南风 1级
1399,2017-04-30 星期日 ,30℃,19℃,晴,东风 2级
1400,2017-05-01 星期一 ,29℃,19℃,多云,西风 2级
1401,2017-05-02 星期二 ,21℃,18℃,阵雨,东北风 3级
1402,2017-05-03 星期三 ,22℃,18℃,阴,东北风 3级
1403,2017-05-04 星期四 ,21℃,18℃,小雨,西北风 2级
1404,2017-05-05 星期五 ,22℃,17℃,阴,东风 2级
1405,2017-05-06 星期六 ,24℃,17℃,多云,东北风 3级
1406,2017-05-07 星期日 ,25℃,18℃,多云,东南风 2级
1407,2017-05-08 星期一 ,20℃,16℃,中雨,东风 1级
1408,2017-05-09 星期二 ,25℃,18℃,多云,东风 2级
1409,2017-05-10 星期三 ,31℃,21℃,晴,西风 2级
1410,2017-05-11 星期四 ,33℃,19℃,多云,东北风 1级
1411,2017-05-12 星期五 ,22℃,17℃,中雨,东风 2级
1412,2017-05-13 星期六 ,31℃,19℃,晴,东北风 2级
1413,2017-05-14 星期日 ,27℃,19℃,多云,东北风 3级
1414,2017-05-15 星期一 ,24℃,18℃,阴,东北风 2级
